label,pair,lF,PF,F1,F2,S1,S2,,,,,,,,,,,,,,,,,,,,,,,,,
UIBDBAC,"('', 'UIBDBAC')",19,,N,,AN,N,1,,,,,,,,,,,,,,,,,,,,,,,,
VJCCDCD,"('VJCCDCC', 'VJCCDCD')",1,0,AN,AN,AN,AN,15,,,,,,,,,,,,,,,,,,,,,,,,
VJCCDCB,"('VJCCDCD', 'VJCCDCB')",2,0,AN,AN,AN,AN,16,,,,,,,,,,,,,,,,,,,,,,,,
VJCCDDA,"('VJCCDCB', 'VJCCDDA')",1,0,AN,AN,AN,AN,17,,,,,,,,,,,,,,,,,,,,,,,,
VJCCDDB,"('VJCCDDA', 'VJCCDDB')",1,0,AN,AN,AN,AN,1,,,,,,,,,,,,,,,,,,,,,,,,
VJCDCCA,"('VJCCDDB', 'VJCDCCA')",2,0,AN,AN,AN,AN,2,,,,,,,,,,,,,,,,,,,,,,,,
VJCDCCB,"('VJCDCCA', 'VJCDCCB')",1,0,AN,AN,AN,AN,3,,,,,,,,,,,,,,,,,,,,,,,,
VJCDCDA,"('VJCDCCB', 'VJCDCDA')",1,0,AN,AN,AN,AN,4,,,,,,,,,,,,,,,,,,,,,,,,
VJCDCBC,"('VJCDCDA', 'VJCDCBC')",1,0,AN,AN,AN,AN,5,,,,,,,,,,,,,,,,,,,,,,,,
VJCDCBD,"('VJCDCBC', 'VJCDCBD')",1,0,AN,AN,AN,AN,6,,,,,,,,,,,,,,,,,,,,,,,,
VJCDDAC,"('VJCDCBD', 'VJCDDAC')",1,0,AN,AN,AN,AN,7,,,,,,,,,,,,,,,,,,,,,,,,
VJCDDAD,"('VJCDDAC', 'VJCDDAD')",1,0,AN,AN,AN,AN,8,,,,,,,,,,,,,,,,,,,,,,,,
VJCDDBC,"('VJCDDAD', 'VJCDDBC')",1,0,AN,AN,AN,AN,9,3,,,,,,,,,,,,,,,,,,,,,,,
VJCDDBD,"('VJCDDBC', 'VJCDDBD')",2,0,AN,AN,AN,AN,10,,,,,,,,,,,,,,,,,,,,,,,,
VJCDDBB,"('VJCDDBD', 'VJCDDBB')",1,0,AN,AN,AN,AN,11,,,,,,,,,,,,,,,,,,,,,,,,
VJDCCAA,"('VJCDDBB', 'VJDCCAA')",1,0,AN,AN,AN,AN,12,,,,,,,,,,,,,,,,,,,,,,,,
VJDCCAB,"('VJDCCAA', 'VJDCCAB')",0,0,AN,AN,AN,AN,13,,,,,,,,,,,,,,,,,,,,,,,,
VJDCACD,"('VJDCCAB', 'VJDCACD')",1,0,AN,AN,AN,AN,14,,,,,,,,,,,,,,,,,,,,,,,,
VJDCADC,"('VJDCACD', 'VJDCADC')",1,0,AN,AN,AN,AN,15,,,,,,,,,,,,,,,,,,,,,,,,
VJDCADA,"('VJDCADC', 'VJDCADA')",0,0,AN,AN,AN,AN,16,,,,,,,,,,,,,,,,,,,,,,,,
VJDCADB,"('VJDCADA', 'VJDCADB')",0,0,AN,AN,AN,AN,17,,,,,,,,,,,,,,,,,,,,,,,,
VJDCBC,"('VJDCADB', 'VJDCBC')",0,0,AN,AN,AN,AN,1,,,,,,,,,,,,,,,,,,,,,,,,
VJDCBAC,"('VJDCBC', 'VJDCBAC')",1,0,AN,AN,AN,AN,2,,,,,,,,,,,,,,,,,,,,,,,,
VJDCBAD,"('VJDCBAC', 'VJDCBAD')",1,0,AN,AN,AN,AN,3,,,,,,,,,,,,,,,,,,,,,,,,
VJDCBAB,"('VJDCBAD', 'VJDCBAB')",2,0,AN,AN,AN,AN,4,,,,,,,,,,,,,,,,,,,,,,,,
VJDCBBA,"('VJDCBAB', 'VJDCBBA')",1,0,AN,AN,AN,AN,5,,,,,,,,,,,,,,,,,,,,,,,,
VJDADDC,"('VJDCBBA', 'VJDADDC')",1,0,AN,AN,AN,AN,6,,,,,,,,,,,,,,,,,,,,,,,,
VJDADDD,"('VJDADDC', 'VJDADDD')",1,0,AN,AN,AN,AN,7,,,,,,,,,,,,,,,,,,,,,,,,
VJDB,"('VJDADDD', 'VJDB')",0,0,AN,AN,AN,AN,8,,,,,,,,,,,,,,,,,,,,,,,,
VJDDAA,"('VJDB', 'VJDDAA')",0,0,AN,AN,AN,AN,9,4,,,,,,,,,,,,,,,,,,,,,,,
VJDDABA,"('VJDDAA', 'VJDDABA')",0,0,AN,AN,AN,AN,10,,,,,,,,,,,,,,,,,,,,,,,,
VJDDABB,"('VJDDABA', 'VJDDABB')",1,0,AN,AN,AN,AN,11,,,,,,,,,,,,,,,,,,,,,,,,
VJDDABD,"('VJDDABB', 'VJDDABD')",1,0,AN,AN,AN,AN,12,,,,,,,,,,,,,,,,,,,,,,,,
VJDDBAC,"('VJDDABD', 'VJDDBAC')",1,0,AN,AN,AN,AN,13,,,,,,,,,,,,,,,,,,,,,,,,
VJDDBCA,"('VJDDBAC', 'VJDDBCA')",1,0,AN,AN,AN,AN,14,,,,,,,,,,,,,,,,,,,,,,,,
VJDDBCB,"('VJDDBCA', 'VJDDBCB')",1,0,AN,AN,AN,AN,15,,,,,,,,,,,,,,,,,,,,,,,,
VJDDBCD,"('VJDDBCB', 'VJDDBCD')",2,0,AN,AN,AN,AN,16,,,,,,,,,,,,,,,,,,,,,,,,
VJDDBD,"('VJDDBCD', 'VJDDBD')",0,0,AN,AN,AN,AN,17,,,,,,,,,,,,,,,,,,,,,,,,
VJDDD,"('VJDDBD', 'VJDDD')",0,0,AN,AN,AN,AN,18,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCAA,"('VJDDD', 'VKCCCAA')",1,0,AN,AN,AN,AN,1,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCAC,"('VKCCCAA', 'VKCCCAC')",1,0,AN,AN,AN,AN,2,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCAD,"('VKCCCAC', 'VKCCCAD')",1,0,AN,AN,AN,AN,3,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCB,"('VKCCCAD', 'VKCCCB')",0,0,AN,AN,AN,AN,4,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCDA,"('VKCCCB', 'VKCCCDA')",0,0,AN,AN,AN,AN,5,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCDB,"('VKCCCDA', 'VKCCCDB')",1,0,AN,AN,AN,AN,6,,,,,,,,,,,,,,,,,,,,,,,,
VKCCCDD,"('VKCCCDB', 'VKCCCDD')",1,0,AN,AN,AN,AN,7,,,,,,,,,,,,,,,,,,,,,,,,
VKCCDCC,"('VKCCCDD', 'VKCCDCC')",2,0,AN,AN,AN,AN,8,5,,,,,,,,,,,,,,,,,,,,,,,
UKAABAA,"('VKCCDCC', 'UKAABAA')",1,0,AN,AN,AN,AN,9,,,,,,,,,,,,,,,,,,,,,,,,
UKAABAB,"('UKAABAA', 'UKAABAB')",1,0,AN,AN,AN,AN,10,,,,,,,,,,,,,,,,,,,,,,,,
UKAABAD,"('UKAABAB', 'UKAABAD')",1,0,AN,AN,AN,AN,11,,,,,,,,,,,,,,,,,,,,,,,,
UKAABBC,"('UKAABAD', 'UKAABBC')",1,0,AN,AN,AN,AN,12,,,,,,,,,,,,,,,,,,,,,,,,
UKAABBD,"('UKAABBC', 'UKAABBD')",2,0,AN,AN,AN,AN,13,,,,,,,,,,,,,,,,,,,,,,,,
UKABAAC,"('UKAABBD', 'UKABAAC')",1,0,AN,AN,AN,AN,14,,,,,,,,,,,,,,,,,,,,,,,,
UKABAAA,"('UKABAAC', 'UKABAAA')",1,0,AN,AN,AN,AN,15,,,,,,,,,,,,,,,,,,,,,,,,
UKABAAB,"('UKABAAA', 'UKABAAB')",2,0,AN,AN,AN,AN,16,,,,,,,,,,,,,,,,,,,,,,,,
UKABABA,"('UKABAAB', 'UKABABA')",1,0,AN,AN,AN,AN,17,,,,,,,,,,,,,,,,,,,,,,,,
UKABABB,"('UKABABA', 'UKABABB')",2,0,AN,AN,AN,AN,1,,,,,,,,,,,,,,,,,,,,,,,,
UKABBAA,"('UKABABB', 'UKABBAA')",1,0,AN,AN,AN,AN,2,,,,,,,,,,,,,,,,,,,,,,,,
UKABBAB,"('UKABBAA', 'UKABBAB')",1,0,AN,AN,AN,AN,3,,,,,,,,,,,,,,,,,,,,,,,,
UKABBBA,"('UKABBAB', 'UKABBBA')",1,0,AN,AN,AN,AN,4,,,,,,,,,,,,,,,,,,,,,,,,
UKABBBB,"('UKABBBA', 'UKABBBB')",1,0,AN,AN,AN,AN,5,,,,,,,,,,,,,,,,,,,,,,,,
VKCDDDD,"('UKABBBB', 'VKCDDDD')",2,0,AN,AN,AN,AN,6,,,,,,,,,,,,,,,,,,,,,,,,
VKDCCCC,"('VKCDDDD', 'VKDCCCC')",1,0,AN,AN,AN,AN,7,,,,,,,,,,,,,,,,,,,,,,,,
VKDCCCA,"('VKDCCCC', 'VKDCCCA')",1,0,AN,AN,AN,AN,8,6,,,,,,,,,,,,,,,,,,,,,,,
VKDCCCB,"('VKDCCCA', 'VKDCCCB')",1,0,AN,AN,AN,AN,9,,,,,,,,,,,,,,,,,,,,,,,,
VKDCCDC,"('VKDCCCB', 'VKDCCDC')",1,0,AN,AN,AN,AN,10,,,,,,,,,,,,,,,,,,,,,,,,
VKDCCDD,"('VKDCCDC', 'VKDCCDD')",1,0,AN,AN,AN,AN,11,,,,,,,,,,,,,,,,,,,,,,,,
UKBAA,"('VKDCCDD', 'UKBAA')",0,0,AN,AN,AN,AN,12,,,,,,,,,,,,,,,,,,,,,,,,
UKBABAA,"('UKBAA', 'UKBABAA')",1,0,AN,AN,AN,AN,13,,,,,,,,,,,,,,,,,,,,,,,,
UKBABAB,"('UKBABAA', 'UKBABAB')",2,0,AN,AN,AN,AN,14,,,,,,,,,,,,,,,,,,,,,,,,
UKBABBA,"('UKBABAB', 'UKBABBA')",1,0,AN,AN,AN,AN,15,,,,,,,,,,,,,,,,,,,,,,,,
UKBABBC,"('UKBABBA', 'UKBABBC')",1,0,AN,AN,AN,AN,16,,,,,,,,,,,,,,,,,,,,,,,,
UKBABBD,"('UKBABBC', 'UKBABBD')",2,0,AN,AN,AN,AN,17,,,,,,,,,,,,,,,,,,,,,,,,
UKBBAAC,"('UKBABBD', 'UKBBAAC')",1,1,AN,AN,AN,AN,1,,,,,,,,,,,,,,,,,,,,,,,,
UKBBAC,"('UKBBAAC', 'UKBBAC')",0,0,AN,AN,AN,AN,2,,,,,,,,,,,,,,,,,,,,,,,,
UKBBAD,"('UKBBAC', 'UKBBAD')",0,0,AN,AN,AN,AN,3,,,,,,,,,,,,,,,,,,,,,,,,
UKBBB,"('UKBBAD', 'UKBBB')",0,0,AN,AN,AN,AN,4,,,,,,,,,,,,,,,,,,,,,,,,
ULAA,"('UKBBB', 'ULAA')",0,0,AN,AN,AN,AN,5,,,,,,,,,,,,,,,,,,,,,,,,
ULAB,"('ULAA', 'ULAB')",0,0,AN,AN,AN,AN,6,,,,,,,,,,,,,,,,,,,,,,,,
VLCDCDC,"('ULAB', 'VLCDCDC')",0,0,AN,AN,AN,AN,7,,,,,,,,,,,,,,,,,,,,,,,,
VLCDCDD,"('VLCDCDC', 'VLCDCDD')",0,0,AN,AN,AN,AN,8,7,,,,,,,,,,,,,,,,,,,,,,,
VLCDCDB,"('VLCDCDD', 'VLCDCDB')",1,0,AN,AN,AN,AN,9,,,,,,,,,,,,,,,,,,,,,,,,
VLCDCBD,"('VLCDCDB', 'VLCDCBD')",1,0,AN,AN,AN,AN,10,,,,,,,,,,,,,,,,,,,,,,,,
VLCDDAC,"('VLCDCBD', 'VLCDDAC')",1,0,AN,AN,AN,AN,11,,,,,,,,,,,,,,,,,,,,,,,,
VLCDDAD,"('VLCDDAC', 'VLCDDAD')",1,0,AN,AN,AN,AN,12,,,,,,,,,,,,,,,,,,,,,,,,
VLCDDAB,"('VLCDDAD', 'VLCDDAB')",0,0,AN,AN,AN,AN,13,,,,,,,,,,,,,,,,,,,,,,,,
VLCDDBA,"('VLCDDAB', 'VLCDDBA')",1,0,AN,AN,AN,AN,14,,,,,,,,,,,,,,,,,,,,,,,,
VLCDDBB,"('VLCDDBA', 'VLCDDBB')",1,0,AN,AN,AN,AN,15,,,,,,,,,,,,,,,,,,,,,,,,
VLCDB,"('VLCDDBB', 'VLCDB')",0,0,AN,AN,AN,AN,16,,,,,,,,,,,,,,,,,,,,,,,,
VLDCACC,"('VLCDB', 'VLDCACC')",1,0,AN,AN,AN,AN,17,,,,,,,,,,,,,,,,,,,,,,,,
VLDCACA,"('VLDCACC', 'VLDCACA')",2,0,AN,AN,AN,AN,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,label,UKBBAAC,UKBBAC,UKBBAD,UKBBB,ULAA,ULAB,VLCDCDC,VLCDCDD,VLCDCDB,VLCDCBD,VLCDDAC,VLCDDAD,VLCDDAB,VLCDDBA,VLCDDBB,VLCDB,VLDCACC,VLDCACA
,,,,,,,,,,,,,,pair,"('UKBABBD', 'UKBBAAC')","('UKBBAAC', 'UKBBAC')","('UKBBAC', 'UKBBAD')","('UKBBAD', 'UKBBB')","('UKBBB', 'ULAA')","('ULAA', 'ULAB')","('ULAB', 'VLCDCDC')","('VLCDCDC', 'VLCDCDD')","('VLCDCDD', 'VLCDCDB')","('VLCDCDB', 'VLCDCBD')","('VLCDCBD', 'VLCDDAC')","('VLCDDAC', 'VLCDDAD')","('VLCDDAD', 'VLCDDAB')","('VLCDDAB', 'VLCDDBA')","('VLCDDBA', 'VLCDDBB')","('VLCDDBB', 'VLCDB')","('VLCDB', 'VLDCACC')","('VLDCACC', 'VLDCACA')"
,,,,,,,,,,,,,,lF,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,2
,,,,,,,,,,,,,,PF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,F1,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN
,,,,,,,,,,,,,,F2,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN
,,,,,,,,,,,,,,S1,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN
,,,,,,,,,,,,,,S2,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN
